file name,raw file size,compressed file size,compression ratio,compression %
air_quality_data_1580614201_9842007,1716083,301464,5.692497279940556,0.8243301751721799
weather_data_1580614201_8712695,1806304,292112,6.18360081064797,0.838281928180417
agriculture_data_1580614201_8346581,1604891,311640,5.149823514311385,0.8058185883028817
air_quality_data_1580614501_9501114,1641442,288708,5.685474597170844,0.8241131882820105
agriculture_data_1580614501_8670392,1535129,298292,5.146396819224116,0.8056892938639033
weather_data_1580614501_868143,1727756,279276,6.18655380340595,0.8383591201535402
